path,size,category,recommended_action,scientific_role,tracked_equivalent,hash_reference,reason
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0140.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0160.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0180.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0200.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0220.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0240.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0260.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0280.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0300.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0320.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0340.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0360.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0380.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0400.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0420.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0440.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0460.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0480.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0500.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0520.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0540.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0560.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0580.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0600.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0620.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0640.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0660.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0680.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0700.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0720.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0740.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0760.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0780.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0800.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0820.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0840.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0860.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0880.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0900.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0920.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0940.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0960.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update0980.json,939,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1000.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1020.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1040.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1060.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1080.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1100.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1120.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1140.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoint_integrity/D2_seed20700712_update1160.json,940,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
